DÉCADA 1920-1929,,,,
,,,,
Código de referencia,Titulo propio,Existencia y localización de copias,Unidades de descripción relacionadas,Documentos asociados
MXIM-AV-1-4-1,Chelovek kinoapparatom (Man With A Movie Camera),,,
MXIM-AV-1-4-2,Drifters,,,
MXIM-AV-1-4-3,Kino-Glaz (Cine-Ojo),,,
MXIM-AV-1-4-4,Nanook of the north,,,
MXIM-AV-1-4-5,"Nogent, el dorado du dimanche (Nogent, paraíso de domingo)",,,
MXIM-AV-1-4-6,Regen  (Lluvia),,,
