DÉCADA 1920-1929,,
,,
Código de referencia,Titulo propio,Área de notas
MXIM-AV-1-4-1,Chelovek kinoapparatom,Antes habían 2 DVD´s ahora aparece 1.
MXIM-AV-1-4-2,Drifters,"Hay dos dvds, el tono en el que se ven es virado a azul. http://metamentaldoc.com/ft_grierson.pdf "
MXIM-AV-1-4-3,Kinoglaz,"En la catalogación no aparece el tipo de soporte con el que se registro la entrada, por el momento no esta fisicamente, se encuentra en línea con buena resolución: https://www.youtube.com/watch?v=CRssZLdJAvA"
MXIM-AV-1-4-4,Nanook of the north,El DVD esta en español y el VHS en inglés. 
MXIM-AV-1-4-5,"Nogent, el dorado du diamanche",
MXIM-AV-1-4-6,Regen,"Se encuentra ubicado en la caja que dice ""Hacer copia  Une histoire de vent"""
