"MXIM-AV-1-11-40","","Úrsula Mares","Adaptación de la norma ISAD (G)","2012-11-14"
"MXIM-AV-1-11-41","","Úrsula Mares","Adaptación de la norma ISAD (G)","2012-10-17"
"MXIM-AV-1-11-42","","","Adaptación de la norma ISAD (G)","2015-06-01"
"MXIM-AV-1-11-43","","","Adaptación de la norma ISAD (G)","2015-06-01"
"MXIM-AV-1-11-44","","","Adaptación de la norma ISAD (G)","2015-06-01"
"MXIM-AV-1-11-45","","Úrsula Mares","Adaptación de la norma ISAD (G)","2012-10-10"
"MXIM-AV-1-11-47","","Úrsula Mares","Adaptación de la norma ISAD (G)","2012-11-13"
"MXIM-AV-1-11-48","","Úrsula Mares","Adaptación de la norma ISAD (G)","2012-10-22"
"MXIM-AV-1-11-49","","Úrsula Mares","Adaptación de la norma ISAD (G)","2012-10-11"
"MXIM-AV-1-11-50","","","Adaptación de la norma ISAD (G)","2015-06-01"
"MXIM-AV-1-11-51","","Úrsula Mares","Adaptación de la norma ISAD (G)","2012-11-28"
