"codigo_de_referencia","area_de_notas"
"MXIM-AV-1-12-4","Películas restauradas por la Dirección de Proyectos e Iniciativas Culturales. Consejería de Presidencia. Comunidad Autónoma Región de Murcía y \"MURCIA CULTURAL, S.A.\" De 1931 a 1935 Val del Omar realizó centenares de fotografías y decenas de películas documentales sobre la labor de las MISIONES PEDAGÓGICAS y su MUSEO DEL PUEBLO. Muchas de las fotografías fueron publicadas en las Memorias del Patronato de Misiones y en la revista de la Residencia de Estudiantes pero casi todas las películas están todavía desaparecidas. Cristóbal Simancas, ayudante y amigo de Val del Omar, conservó durante toda su vida las copias en positivo directo de este valioso material. Estas copias han subsistido a distintas etapas históricas y geográfucas: desde la guerra civil en Madrid, la larga estancia de Simancas en Caracas (Venezuela) y finalmente su retiro en La Nucia (Alicante). En 1994 Cristóbal Simancas las donó a María José Val Del Omar a cuyo recuerdo está dedicada esta restauración. El DVD támbien contiene Acariño galaico (de barro) MXIM-AV-1-11-157"
"MXIM-AV-1-12-5",""
"MXIM-AV-1-12-6","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 791.43 PRO.d"
"MXIM-AV-1-12-7",""
"MXIM-AV-1-12-8",""
"MXIM-AV-1-12-9",""
"MXIM-AV-1-12-10",""
"MXIM-AV-1-12-11",""
"MXIM-AV-1-12-12",""
"MXIM-AV-1-12-13",""
"MXIM-AV-1-12-14","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 322.42 CHI.l"
"MXIM-AV-1-12-15",""
"MXIM-AV-1-12-16",""
"MXIM-AV-1-12-17",""
"MXIM-AV-1-12-18",""
"MXIM-AV-1-12-19",""
"MXIM-AV-1-12-20",""
"MXIM-AV-1-12-21",""
"MXIM-AV-1-12-22",""
"MXIM-AV-1-12-23",""
"MXIM-AV-1-12-24",""
"MXIM-AV-1-12-25","La caja contiene 2 discos rotulados como \"Disco 1\" y \"Disco 2\". Sin embargo contienen el mismo material; es decir, son 2 copias iguales. En la contraportada se tienen registrados 10 documentales de los cuales se cuenta únicamente con 4."
"MXIM-AV-1-12-26",""
"MXIM-AV-1-12-27",""
"MXIM-AV-1-12-28",""
"MXIM-AV-1-12-29",""
"MXIM-AV-1-12-30","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 782.42166 FIL.a"
"MXIM-AV-1-12-31",""
"MXIM-AV-1-12-32",""
"MXIM-AV-1-12-33",""
"MXIM-AV-1-12-34",""
"MXIM-AV-1-12-35",""
"MXIM-AV-1-12-36",""
"MXIM-AV-1-12-37",""
"MXIM-AV-1-12-38",""
"MXIM-AV-1-12-39",""
"MXIM-AV-1-12-40",""
"MXIM-AV-1-12-41",""
"MXIM-AV-1-12-42","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 305.892705694 OTR.m"
"MXIM-AV-1-12-43",""
"MXIM-AV-1-12-44",""
"MXIM-AV-1-12-45",""
"MXIM-AV-1-12-46",""
"MXIM-AV-1-12-47","Documental transmitido por el canal 22 y videograbado para su inclusión en el acervo del LAIS. Contiene comerciales. La videograbación no está completa."
"MXIM-AV-1-12-48","Mismo título en la serie MXIM-AV-1-13-46-3"
"MXIM-AV-1-12-49",""
"MXIM-AV-1-12-50",""
"MXIM-AV-1-12-51",""
"MXIM-AV-1-12-52",""
"MXIM-AV-1-12-53",""
"MXIM-AV-1-12-54",""
"MXIM-AV-1-12-55",""
"MXIM-AV-1-12-55-3",""
"MXIM-AV-1-12-56",""
"MXIM-AV-1-12-57",""
"MXIM-AV-1-12-58","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 973.93 FAH.r"
"MXIM-AV-1-12-59",""
"MXIM-AV-1-12-60",""
"MXIM-AV-1-12-61","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 324.97200641 FRA.u"
"MXIM-AV-1-12-62","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 364.151 CAV.e"
"MXIM-AV-1-12-63","En el minuto 8´05\" se corta y reinicia en 8´44\""
"MXIM-AV-1-12-64",""
"MXIM-AV-1-12-65",""
"MXIM-AV-1-12-66",""
"MXIM-AV-1-12-67",""
"MXIM-AV-1-12-68","https://formacritica34013.wordpress.com/2013/07/17/analisis-de-la-pelicula-historias-cruzadas/"
"MXIM-AV-1-12-69",""
"MXIM-AV-1-12-70",""
"MXIM-AV-1-12-71","La estatua de El Caballito (1950´s)"
"MXIM-AV-1-12-72",""
"MXIM-AV-1-12-73",""
"MXIM-AV-1-12-74",""
"MXIM-AV-1-12-75",""
"MXIM-AV-1-12-76",""
"MXIM-AV-1-12-77",""
"MXIM-AV-1-12-78",""
"MXIM-AV-1-12-79",""
"MXIM-AV-1-12-80",""
"MXIM-AV-1-12-81",""
"MXIM-AV-1-12-82",""
"MXIM-AV-1-12-83",""
"MXIM-AV-1-12-84",""
"MXIM-AV-1-12-85","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 972,00497 LAC.m"
"MXIM-AV-1-12-86","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 305.42 CON.h"
"MXIM-AV-1-12-87",""
"MXIM-AV-1-12-88",""
"MXIM-AV-1-12-89",""
"MXIM-AV-1-12-90",""
"MXIM-AV-1-12-91",""
"MXIM-AV-1-12-92",""
"MXIM-AV-1-12-93",""
"MXIM-AV-1-12-94",""
"MXIM-AV-1-12-95","Ubicado en MIMX-1-12-78"
"MXIM-AV-1-12-96","Ubicado en MXIM-AV-1-12-78"
"MXIM-AV-1-12-97",""
"MXIM-AV-1-12-98",""
"MXIM-AV-1-12-99",""
"MXIM-AV-1-12-100",""
"MXIM-AV-1-12-101",""
"MXIM-AV-1-12-102",""
"MXIM-AV-1-12-103",""
"MXIM-AV-1-12-104",""
"MXIM-AV-1-12-105","Programa de Canal 22 basado en los libros Tragicomedia mexicana de José Agustín. Material audiovisual grabado directamente desde la televisión."
"MXIM-AV-1-12-106","Programa de Canal 22 basado en los libros Tragicomedia mexicana de José Agustín. Material audiovisual grabado directamente desde la televisión.\
material degradado, contiene comerciales"
"MXIM-AV-1-12-107",""
"MXIM-AV-1-12-108",""
"MXIM-AV-1-12-109",""
"MXIM-AV-1-12-110",""
"MXIM-AV-1-12-111",""
"MXIM-AV-1-12-112",""
"MXIM-AV-1-12-113",""
"MXIM-AV-1-12-114",""
"MXIM-AV-1-12-115",""
"MXIM-AV-1-12-116",""
"MXIM-AV-1-12-117",""
"MXIM-AV-1-12-118",""
"MXIM-AV-1-12-119",""
"MXIM-AV-1-12-120",""
"MXIM-AV-1-12-121",""
"MXIM-AV-1-12-122",""
"MXIM-AV-1-12-123",""
"MXIM-AV-1-12-124",""
"MXIM-AV-1-12-125",""
"MXIM-AV-1-12-126","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 725827 MAS.a"
"MXIM-AV-1-12-127",""
"MXIM-AV-1-12-128",""
"MXIM-AV-1-12-129",""
"MXIM-AV-1-12-130",""
"MXIM-AV-1-12-131",""
"MXIM-AV-1-12-132","3a parte de la trilogía Qatsi"
"MXIM-AV-1-12-133",""
"MXIM-AV-1-12-134",""
"MXIM-AV-1-12-135",""
"MXIM-AV-1-12-136","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 616.398 NIÑ.c"
"MXIM-AV-1-12-137",""
"MXIM-AV-1-12-138",""
"MXIM-AV-1-12-139",""
"MXIM-AV-1-12-140","Revisar los datos registrados en la base de datos de 1980. Desde MXIM-AV-1-10-48 a MXIM-AV-1-10-65"
"MXIM-AV-1-12-141","Revisar los datos registrados en la base de datos de 1980. Desde MXIM-AV-1-10-48 a MXIM-AV-1-10-65"
"MXIM-AV-1-12-141-6","Revisar los datos registrados en la base de datos de 1980. Desde MXIM-AV-1-10-48 a MXIM-AV-1-10-65"
"MXIM-AV-1-12-141-7","Revisar los datos registrados en la base de datos de 1980. Desde MXIM-AV-1-10-48 a MXIM-AV-1-10-65"
"MXIM-AV-1-12-141-8","Revisar los datos registrados en la base de datos de 1980. Desde MXIM-AV-1-10-48 a MXIM-AV-1-10-65"
"MXIM-AV-1-12-142","Revisar los datos registrados en la base de datos de 1980. Desde MXIM-AV-1-10-48 a MXIM-AV-1-10-65"
"MXIM-AV-1-12-143","Revisar los datos registrados en la base de datos de 1980. Desde MXIM-AV-1-10-48 a MXIM-AV-1-10-65"
"MXIM-AV-1-12-144",""
"MXIM-AV-1-12-145","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 305.42 LUC.d"
"MXIM-AV-1-12-146",""
"MXIM-AV-1-12-147",""
"MXIM-AV-1-12-148",""
"MXIM-AV-1-12-149",""
"MXIM-AV-1-12-150",""
"MXIM-AV-1-12-151",""
"MXIM-AV-1-12-152",""
"MXIM-AV-1-12-153","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 791.4353 POW.t"
"MXIM-AV-1-12-154",""
"MXIM-AV-1-12-155",""
"MXIM-AV-1-12-156",""
"MXIM-AV-1-12-157",""
"MXIM-AV-1-12-158",""
"MXIM-AV-1-12-159",""
"MXIM-AV-1-12-160",""
"MXIM-AV-1-12-161",""
"MXIM-AV-1-12-162",""
"MXIM-AV-1-12-163",""
"MXIM-AV-1-12-164",""
"MXIM-AV-1-12-165",""
"MXIM-AV-1-12-166","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 791.430944 SOB.i"
"MXIM-AV-1-12-167",""
"MXIM-AV-1-12-168",""
"MXIM-AV-1-12-169","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 322.4 VIV.I"
"MXIM-AV-1-12-170","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 394.1 SUP.s"
"MXIM-AV-1-12-171",""
"MXIM-AV-1-12-172",""
"MXIM-AV-1-12-173",""
"MXIM-AV-1-12-174",""
"MXIM-AV-1-12-175",""
"MXIM-AV-1-12-176",""
"MXIM-AV-1-12-177",""
"MXIM-AV-1-12-178",""
"MXIM-AV-1-12-179",""
"MXIM-AV-1-12-180","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 791.43032244 TLA.t"
"MXIM-AV-1-12-181",""
"MXIM-AV-1-12-182",""
"MXIM-AV-1-12-183",""
"MXIM-AV-1-12-184",""
"MXIM-AV-1-12-185",""
"MXIM-AV-1-12-186",""
"MXIM-AV-1-12-187",""
"MXIM-AV-1-12-356",""
"MXIM-AV-1-12-354","Ubicado en MXIM-AV-1-11-53"
"MXIM-AV-1-12-355","Ubicado en MXIM-AV-1-11-53"
"MXIM-AV-1-12-357",""
"MXIM-AV-1-12-358",""
"MXIM-AV-1-12-359",""
"MXIM-AV-1-12-360",""
"MXIM-AV-1-12-361",""
"MXIM-AV-1-12-362",""
"MXIM-AV-1-12-363",""
"MXIM-AV-1-12-364",""
"MXIM-AV-1-12-189",""
"MXIM-AV-1-12-190",""
"MXIM-AV-1-12-191",""
"MXIM-AV-1-12-192",""
"MXIM-AV-1-12-193",""
"MXIM-AV-1-12-194",""
"MXIM-AV-1-12-195",""
"MXIM-AV-1-12-196",""
"MXIM-AV-1-12-197",""
"MXIM-AV-1-12-198",""
"MXIM-AV-1-12-199","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.1"
"MXIM-AV-1-12-200","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.1"
"MXIM-AV-1-12-201","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.2"
"MXIM-AV-1-12-202","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.2"
"MXIM-AV-1-12-203","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.3"
"MXIM-AV-1-12-204","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.3"
"MXIM-AV-1-12-205","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.4"
"MXIM-AV-1-12-206","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.4"
"MXIM-AV-1-12-207","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.5"
"MXIM-AV-1-12-208","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.5"
"MXIM-AV-1-12-209","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.6"
"MXIM-AV-1-12-210","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 785.0667 JAZ.z v.6"
"MXIM-AV-1-12-211",""
"MXIM-AV-1-12-212",""
"MXIM-AV-1-12-213",""
"MXIM-AV-1-12-214",""
"MXIM-AV-1-12-215",""
"MXIM-AV-1-12-216",""
"MXIM-AV-1-12-217",""
"MXIM-AV-1-12-218",""
"MXIM-AV-1-12-219",""
"MXIM-AV-1-12-220",""
"MXIM-AV-1-12-221",""
"MXIM-AV-1-12-222",""
"MXIM-AV-1-12-223",""
"MXIM-AV-1-12-224",""
"MXIM-AV-1-12-225",""
"MXIM-AV-1-12-226",""
"MXIM-AV-1-12-227",""
"MXIM-AV-1-12-228",""
"MXIM-AV-1-12-229","Cine observacional"
"MXIM-AV-1-12-230",""
"MXIM-AV-1-12-231",""
"MXIM-AV-1-12-232",""
"MXIM-AV-1-12-233",""
"MXIM-AV-1-12-234",""
"MXIM-AV-1-12-235",""
"MXIM-AV-1-12-236",""
"MXIM-AV-1-12-237",""
"MXIM-AV-1-12-238","Incluye folleto con sugerencias pedagógicas, elaborado por Diana Hamra y Felipe Pigna, Argentina, Diana Producciones, 22 pp."
"MXIM-AV-1-12-239","Incluye folleto con sugerencias pedagógicas, elaborado por Diana Hamra y Felipe Pigna, Argentina, Diana Producciones, 22 pp."
"MXIM-AV-1-12-240","Incluye folleto con sugerencias pedagógicas, elaborado por Diana Hamra y Felipe Pigna, Argentina, Diana Producciones, 22 pp."
"MXIM-AV-1-12-241",""
"MXIM-AV-1-12-242",""
"MXIM-AV-1-12-243","Material audiovisual registrado en la base de datos de la Biblioteca Ernesto de la Torre Villar, Instituto Mora. Código de referencia: VV 364.1523 SEÑ.e"
"MXIM-AV-1-12-244",""
"MXIM-AV-1-12-245","Se traba"
"MXIM-AV-1-12-246",""
"MXIM-AV-1-12-247",""
"MXIM-AV-1-12-248",""
"MXIM-AV-1-12-249",""
"MXIM-AV-1-12-250",""
"MXIM-AV-1-12-251",""
"MXIM-AV-1-12-252",""
"MXIM-AV-1-12-253",""
"MXIM-AV-1-12-254",""
"MXIM-AV-1-12-255",""
"MXIM-AV-1-12-256",""
"MXIM-AV-1-12-257",""
"MXIM-AV-1-12-258",""
"MXIM-AV-1-12-260","Segunda parte de Los Cosechadores y yo. MXIM-AV-1-12-110"
"MXIM-AV-1-12-261",""
"MXIM-AV-1-12-262",""
"MXIM-AV-1-12-263",""
"MXIM-AV-1-12-264",""
"MXIM-AV-1-12-265",""
"MXIM-AV-1-12-266",""
"MXIM-AV-1-12-267",""
"MXIM-AV-1-12-268",""
"MXIM-AV-1-12-269",""
"MXIM-AV-1-12-270",""
"MXIM-AV-1-12-271",""
"MXIM-AV-1-12-272",""
"MXIM-AV-1-12-273",""
"MXIM-AV-1-12-274",""
"MXIM-AV-1-12-275",""
"MXIM-AV-1-12-276",""
"MXIM-AV-1-12-277",""
"MXIM-AV-1-12-278",""
"MXIM-AV-1-12-279",""
"MXIM-AV-1-12-280",""
"MXIM-AV-1-12-281",""
"MXIM-AV-1-12-282",""
"MXIM-AV-1-12-283",""
"MXIM-AV-1-12-284",""
"MXIM-AV-1-12-285",""
"MXIM-AV-1-12-286",""
"MXIM-AV-1-12-287",""
"MXIM-AV-1-12-288",""
"MXIM-AV-1-12-289",""
"MXIM-AV-1-12-290",""
"MXIM-AV-1-12-291",""
"MXIM-AV-1-12-292",""
"MXIM-AV-1-12-293","Este film se encuentra en el disco MXIM-AV-1-12-292"
"MXIM-AV-1-12-294",""
"MXIM-AV-1-12-295",""
"MXIM-AV-1-12-296",""
"MXIM-AV-1-12-297",""
"MXIM-AV-1-12-298",""
"MXIM-AV-1-12-299","Contine dos CD de audio en donde aparecen narraciones sobre el pueblo de Barrón y música de la banda."
"MXIM-AV-1-12-300",""
"MXIM-AV-1-12-301",""
"MXIM-AV-1-12-302",""
"MXIM-AV-1-12-303",""
"MXIM-AV-1-12-304",""
"MXIM-AV-1-12-305",""
"MXIM-AV-1-12-306",""
"MXIM-AV-1-12-307",""
"MXIM-AV-1-12-308",""
"MXIM-AV-1-12-309",""
"MXIM-AV-1-12-310",""
"MXIM-AV-1-12-311",""
"MXIM-AV-1-12-312",""
"MXIM-AV-1-12-313",""
"MXIM-AV-1-12-314",""
"MXIM-AV-1-12-315",""
"MXIM-AV-1-12-316",""
"MXIM-AV-1-12-317",""
"MXIM-AV-1-12-318",""
"MXIM-AV-1-12-319",""
"MXIM-AV-1-12-320",""
"MXIM-AV-1-12-321",""
"MXIM-AV-1-12-322",""
"MXIM-AV-1-12-323",""
"MXIM-AV-1-12-324",""
"MXIM-AV-1-12-325",""
"MXIM-AV-1-12-326",""
"MXIM-AV-1-12-327",""
"MXIM-AV-1-12-328",""
"MXIM-AV-1-12-329",""
"MXIM-AV-1-12-330","También pertenece a la compilación sobre la obra de Gregorio Rocha, ubicada en MIMX-1-12-78"
"MXIM-AV-1-12-331",""
"MXIM-AV-1-12-332",""
"MXIM-AV-1-12-333",""
"MXIM-AV-1-12-334",""
"MXIM-AV-1-12-335",""
"MXIM-AV-1-12-336",""
"MXIM-AV-1-12-337",""
"MXIM-AV-1-4-7",""
"MXIM-AV-1-12-339",""
"MXIM-AV-1-12-340",""
"MXIM-AV-1-12-341",""
"MXIM-AV-1-12-342",""
"MXIM-AV-1-12-343","VIDEO \
estándar 1.33:1 [04:03]\
AUDIO \
Francés Dolby Stereo\
\
LEYENDAS \
Portugués Frances\
\
OPCIONES ESPECIALES \
. Biografía y filmografía del director Jean Rouch \
. Análisis de las películas"
"MXIM-AV-1-12-344",""
"MXIM-AV-1-12-345",""
"MXIM-AV-1-12-346",""
"MXIM-AV-1-12-347","Existen dos discos de este documental, uno en inglés y otro en portugués."
"MXIM-AV-1-12-348",""
"MXIM-AV-1-12-349",""
"MXIM-AV-1-12-350",""
"MXIM-AV-1-12-351",""
"MXIM-AV-1-12-352",""
"MXIM-AV-1-12-353",""
"MXIM-AV-1-13-1",""
"MXIM-AV-1-13-10",""
"MXIM-AV-1-13-11",""
"MXIM-AV-1-13-12",""
"MXIM-AV-1-13-13",""
"MXIM-AV-1-13-14",""
"MXIM-AV-1-13-15",""
"MXIM-AV-1-13-16","Copia de canal 22"
"MXIM-AV-1-13-17",""
"MXIM-AV-1-13-18",""
"MXIM-AV-1-13-19",""
"MXIM-AV-1-13-2",""
"MXIM-AV-1-13-20",""
"MXIM-AV-1-13-21",""
"MXIM-AV-1-13-22",""
"MXIM-AV-1-13-23",""
"MXIM-AV-1-13-24",""
"MXIM-AV-1-13-25",""
"MXIM-AV-1-13-26",""
"MXIM-AV-1-13-27",""
"MXIM-AV-1-13-28",""
"MXIM-AV-1-13-29",""
"MXIM-AV-1-13-3",""
"MXIM-AV-1-13-30",""
"MXIM-AV-1-13-31",""
"MXIM-AV-1-13-32",""
"MXIM-AV-1-13-33",""
"MXIM-AV-1-13-34",""
"MXIM-AV-1-13-35",""
"MXIM-AV-1-13-36",""
"MXIM-AV-1-13-37",""
"MXIM-AV-1-13-38",""
"MXIM-AV-1-13-39",""
"MXIM-AV-1-13-4",""
"MXIM-AV-1-13-40","Documental en video grabado del canal 22 con comerciales. Forma parte de doctv Latinoamérica II, ver en: http://www.doctvlatinoamerica.org/es/doctv-II"
"MXIM-AV-1-13-41",""
"MXIM-AV-1-13-42",""
"MXIM-AV-1-13-43",""
"MXIM-AV-1-13-44",""
"MXIM-AV-1-13-45",""
"MXIM-AV-1-13-46-1","Compilación en MXIM-AV-1-13-46-1. Pertenece al DVD 1."
"MXIM-AV-1-13-46-2","Este documental es parte de la compilación hecha en el 2013 por antropovisiones, pero no corresponde al CD que indica el estuche. Pertenece al DVD 1."
"MXIM-AV-1-13-46-3","Este documental es parte de la compilación hecha en el 2013 por antropovisiones, pero no corresponde al CD que indica el estuche. Pertenece al DVD 2."
"MXIM-AV-1-13-46-4",""
"MXIM-AV-1-13-46-5",""
"MXIM-AV-1-13-46-6","2a edición 2008, Coproducción CIESAS"
"MXIM-AV-1-13-46-7","En el minuto 16 de la proyección comienza a tener fallas de reproducción."
"MXIM-AV-1-13-46-8","Este documental también se puede localizar con el código MXIM-AV-1-12-231"
"MXIM-AV-1-13-46-9",""
"MXIM-AV-1-13-47","El documental se encuentra es parte de una serie brasileña titulada Coletanea LABHOI UFF Passados Presentes, que en su mayoría se realizaron del 2005 al 2007, por lo tanto éste DVD se encuentra junto con los otros en la década del 2000 al 2010, los códigos son MXIM-AV-1-12-346, MXIM-AV-1-12-347, MXIM-AV-1-12-348."
"MXIM-AV-1-13-48",""
"MXIM-AV-1-13-49",""
"MXIM-AV-1-13-5",""
"MXIM-AV-1-13-6",""
"MXIM-AV-1-13-7",""
"MXIM-AV-1-13-8",""
"MXIM-AV-1-13-9",""
"MXIM-AV-1-11-220","Ubicado en MXMI-AV-1-11-95"
"MXIM-AV-1-11-221",""
"MXIM-AV-1-12-188","Compilación de trailers de aniversario del festival."
"MXIM-AV-1-11-222","Copia programa de televisón incompleto y con fallas, la calidad del material es muy baja, desgarres."
